112,1297359,1997,幽灵公主,宫崎骏,"['松田洋治', '石田百合子', '田中裕子', '小林薰']","['动画', '奇幻', '冒险']",日本,134,8.9,517009
113,11026735,2014,超能陆战队,唐·霍尔,"['斯科特·安第斯', '瑞恩·波特', '丹尼尔·海尼', 'T·J·米勒']","['喜剧', '动作', '科幻', '动画', '冒险']",美国,102,8.7,998120
114,1291990,2004,爱在日落黄昏时,理查德·林克莱特,"['伊桑·霍克', '朱莉·德尔佩', '弗农·多布切夫', '路易丝·勒莫瓦纳·托雷斯']","['剧情', '爱情']",美国 / 法国,80 ,8.9,551715
115,1293359,1999,菊次郎的夏天,北野武,"['北野武', '关口雄介', '岸本加世子', '吉行和子']","['剧情', '喜剧']",日本,121,8.9,588032
116,1305164,1996,甜蜜蜜,陈可辛,"['黎明', '张曼玉', '杨恭如', '曾志伟']","['剧情', '爱情']",中国香港,118(中国大陆),8.9,543067
117,1292215,2001,天使爱美丽,让-皮埃尔·热内,"['奥黛丽·塔图', '马修·卡索维茨', '吕菲斯', '洛莱拉·克拉沃塔']","['剧情', '喜剧', '爱情']",法国 / 德国,122,8.7,948548
118,1291875,1994,阳光灿烂的日子,姜文,"['夏雨', '宁静', '陶虹', '耿乐']","['剧情', '爱情']",中国大陆 / 中国香港,134(中国大陆),8.9,607471
119,25814705,2014,小森林,森淳一,"['桥本爱', '三浦贵大', '松冈茉优', '温水洋一']",['剧情'],日本,111,9.0,420804
120,4202302,2010,借东西的小人阿莉埃蒂,米林宏昌,"['志田未来', '神木隆之介', '树木希林', '三浦友和']","['动画', '奇幻', '冒险']",日本,94,8.9,545652
121,1300992,1993,完美的世界,克林特·伊斯特伍德,"['凯文·科斯特纳', '劳拉·邓恩', '克林特·伊斯特伍德', 'T·J·劳瑟']","['剧情', '犯罪']",美国,138,9.1,310570
122,1292337,2004,无人知晓,是枝裕和,"['柳乐优弥', '北浦爱', '木村飞影', '清水萌萌子']",['剧情'],日本,141,9.1,314552
123,21318488,2014,消失的爱人,大卫·芬奇,"['本·阿弗莱克', '裴淳华', '尼尔·帕特里克·哈里斯', '凯莉·库恩']","['剧情', '悬疑', '惊悚', '犯罪']",美国,149,8.7,921473
124,1297447,1987,倩女幽魂,程小东,"['张国荣', '王祖贤', '午马', '刘兆铭']","['爱情', '奇幻', '武侠', '古装']",中国香港,98(香港),8.8,728429
125,27010768,2019,寄生虫,奉俊昊,"['宋康昊', '李善均', '曹汝贞', '崔宇植']",['剧情'],韩国,132,8.8,1352226
126,10577869,2013,时空恋旅人,理查德·柯蒂斯,"['多姆纳尔·格里森', '瑞秋·麦克亚当斯', '比尔·奈伊', '莉迪亚·威尔逊']","['喜剧', '爱情', '奇幻']",英国,123,8.8,657530
127,1297052,1995,侧耳倾听,近藤喜文,"['本名阳子', '小林桂树', '高山南', '高桥一生']","['剧情', '爱情', '动画']",日本,111,8.9,456384
128,25814707,2015,小森林,森淳一,"['桥本爱', '三浦贵大', '松冈茉优', '温水洋一']",['剧情'],日本,120,9.0,375615
129,1292274,2004,幸福终点站,史蒂文·斯皮尔伯格,"['汤姆·汉克斯', '凯瑟琳·泽塔-琼斯', '斯坦利·图齐', '齐·麦克布赖德']","['剧情', '喜剧', '爱情']",美国,128,8.8,561983
130,2353023,2010,驯龙高手,迪恩·德布洛斯,"['杰伊·巴鲁切尔', '杰拉德·巴特勒', '克雷格·费格森', '亚美莉卡·费雷拉']","['动画', '奇幻', '冒险']",美国,98,8.8,746754
131,1294240,1990,教父3,弗朗西斯·福特·科波拉,"['阿尔·帕西诺', '黛安·基顿', '塔莉娅·夏尔', '安迪·加西亚']","['剧情', '犯罪']",美国,162,9.0,368624
132,26628357,2015,一个叫欧维的男人决定去死,汉内斯·赫尔姆,"['罗夫·拉斯加德', '巴哈·帕斯', '托比亚斯·阿姆博瑞', '菲利普·伯格']",['剧情'],瑞典,116,8.9,472036
133,1395091,1997,未麻的部屋,今敏,"['岩男润子', '松本梨香', '辻亲八', '大仓正章']","['动画', '惊悚', '奇幻']",日本,81 ,9.1,326321
134,5989818,2011,萤火之森,大森贵弘,"['佐仓绫音', '内山昂辉', '辻亲八', '山本兼平']","['剧情', '爱情', '动画', '奇幻']",日本,45,8.9,530890
135,1291579,2001,怪兽电力公司,彼特·道格特,"['约翰·古德曼', '比利·克里斯托', '玛丽·吉布斯', '史蒂夫·布西密']","['喜剧', '动画', '儿童', '奇幻', '冒险']",美国,92,8.8,660068
